"Clusters_version","CloneClassID","NumberOfVersions","GroupName"
2,129728,2,"Short-lived"
2,137449,2,"Short-lived"
2,137467,2,"Short-lived"
2,129406,2,"Short-lived"
2,33412,4,"Short-lived"
2,159728,1,"Short-lived"
2,125313,3,"Short-lived"
2,33051,1,"Short-lived"
2,152845,1,"Short-lived"
2,129387,3,"Short-lived"
2,126387,1,"Short-lived"
2,125774,2,"Short-lived"
2,153805,1,"Short-lived"
2,33295,2,"Short-lived"
2,129349,2,"Short-lived"
2,42674,3,"Short-lived"
2,62629,4,"Short-lived"
2,153732,1,"Short-lived"
2,40197,1,"Short-lived"
2,40602,5,"Short-lived"
2,44719,1,"Short-lived"
2,45131,5,"Short-lived"
2,162338,1,"Short-lived"
2,39786,1,"Short-lived"
2,39723,6,"Short-lived"
2,129337,2,"Short-lived"
2,169809,1,"Short-lived"
2,88360,6,"Short-lived"
2,39738,1,"Short-lived"
2,129314,3,"Short-lived"
2,46841,2,"Short-lived"
2,129318,2,"Short-lived"
2,43954,1,"Short-lived"
2,43953,1,"Short-lived"
2,133562,1,"Short-lived"
2,41332,1,"Short-lived"
2,171621,1,"Short-lived"
2,129308,2,"Short-lived"
2,129302,2,"Short-lived"
2,125786,3,"Short-lived"
2,129301,3,"Short-lived"
2,69499,2,"Short-lived"
2,133965,3,"Short-lived"
2,41329,1,"Short-lived"
2,41846,1,"Short-lived"
2,40196,1,"Short-lived"
2,103021,2,"Short-lived"
2,135826,1,"Short-lived"
2,53595,2,"Short-lived"
2,43289,1,"Short-lived"
2,100117,4,"Short-lived"
2,154395,1,"Short-lived"
2,43630,1,"Short-lived"
2,126112,2,"Short-lived"
2,41764,5,"Short-lived"
2,48790,2,"Short-lived"
2,48791,2,"Short-lived"
2,48789,2,"Short-lived"
2,128371,3,"Short-lived"
2,131930,3,"Short-lived"
2,52189,2,"Short-lived"
2,157717,1,"Short-lived"
2,76587,1,"Short-lived"
2,91467,1,"Short-lived"
2,125034,1,"Short-lived"
2,129393,3,"Short-lived"
2,129398,3,"Short-lived"
2,129400,3,"Short-lived"
2,80657,2,"Short-lived"
2,52193,2,"Short-lived"
2,162128,1,"Short-lived"
2,54219,6,"Short-lived"
2,133184,2,"Short-lived"
2,135291,2,"Short-lived"
2,153883,1,"Short-lived"
2,62793,1,"Short-lived"
2,140746,1,"Short-lived"
2,50563,1,"Short-lived"
2,140242,1,"Short-lived"
2,70236,5,"Short-lived"
2,50752,2,"Short-lived"
2,47389,5,"Short-lived"
2,51312,1,"Short-lived"
2,140146,1,"Short-lived"
2,107712,1,"Short-lived"
2,101042,1,"Short-lived"
2,89110,6,"Short-lived"
2,100067,4,"Short-lived"
2,61889,2,"Short-lived"
2,102419,4,"Short-lived"
2,62428,6,"Short-lived"
2,62627,4,"Short-lived"
2,126811,1,"Short-lived"
2,47018,2,"Short-lived"
2,62636,6,"Short-lived"
2,158436,3,"Short-lived"
2,167532,1,"Short-lived"
2,47017,2,"Short-lived"
2,154011,1,"Short-lived"
2,153615,1,"Short-lived"
2,155876,1,"Short-lived"
2,157283,1,"Short-lived"
2,166275,1,"Short-lived"
2,106039,5,"Short-lived"
2,112705,1,"Short-lived"
2,62395,2,"Short-lived"
2,89838,3,"Short-lived"
2,53411,2,"Short-lived"
2,157683,1,"Short-lived"
2,162737,1,"Short-lived"
2,88362,6,"Short-lived"
2,88361,6,"Short-lived"
2,158439,3,"Short-lived"
2,112925,1,"Short-lived"
2,88369,6,"Short-lived"
2,129319,3,"Short-lived"
2,83544,4,"Short-lived"
2,85888,4,"Short-lived"
2,68560,4,"Short-lived"
2,129341,2,"Short-lived"
2,172784,3,"Short-lived"
2,59930,3,"Short-lived"
2,152820,1,"Short-lived"
2,98035,3,"Short-lived"
2,160440,1,"Short-lived"
2,68623,1,"Short-lived"
2,133966,2,"Short-lived"
2,126006,3,"Short-lived"
2,106046,5,"Short-lived"
2,126005,3,"Short-lived"
2,153549,1,"Short-lived"
2,163886,1,"Short-lived"
2,170587,1,"Short-lived"
2,62223,4,"Short-lived"
2,89124,6,"Short-lived"
2,155460,1,"Short-lived"
2,155452,1,"Short-lived"
2,129348,2,"Short-lived"
2,155997,1,"Short-lived"
2,158432,3,"Short-lived"
2,65980,4,"Short-lived"
2,88364,6,"Short-lived"
2,70243,1,"Short-lived"
2,129338,2,"Short-lived"
2,129335,2,"Short-lived"
2,69974,1,"Short-lived"
2,168182,1,"Short-lived"
2,101088,2,"Short-lived"
2,155267,1,"Short-lived"
2,62100,1,"Short-lived"
2,133684,1,"Short-lived"
2,78683,3,"Short-lived"
2,169491,1,"Short-lived"
2,129311,3,"Short-lived"
2,102115,2,"Short-lived"
2,129343,2,"Short-lived"
2,171622,1,"Short-lived"
2,62279,1,"Short-lived"
2,73186,1,"Short-lived"
2,75760,5,"Short-lived"
2,88490,5,"Short-lived"
2,91561,3,"Short-lived"
2,128930,2,"Short-lived"
2,128544,3,"Short-lived"
2,124978,3,"Short-lived"
2,103734,4,"Short-lived"
2,152953,2,"Short-lived"
2,92375,1,"Short-lived"
2,129395,3,"Short-lived"
2,100044,2,"Short-lived"
2,74165,3,"Short-lived"
2,134417,2,"Short-lived"
2,125766,3,"Short-lived"
2,129306,2,"Short-lived"
2,88206,6,"Short-lived"
2,157746,1,"Short-lived"
2,133685,1,"Short-lived"
2,133683,1,"Short-lived"
2,90568,6,"Short-lived"
2,153852,1,"Short-lived"
2,129402,3,"Short-lived"
2,157667,1,"Short-lived"
2,88557,6,"Short-lived"
2,87856,1,"Short-lived"
2,74254,1,"Short-lived"
2,153472,1,"Short-lived"
2,120281,1,"Short-lived"
2,169589,2,"Short-lived"
2,129309,3,"Short-lived"
2,93111,1,"Short-lived"
2,98037,1,"Short-lived"
2,98036,5,"Short-lived"
2,129307,2,"Short-lived"
2,147672,1,"Short-lived"
2,168015,2,"Short-lived"
2,129354,3,"Short-lived"
2,107713,2,"Short-lived"
2,155461,2,"Short-lived"
2,129326,3,"Short-lived"
2,140113,1,"Short-lived"
2,129353,3,"Short-lived"
2,155266,1,"Short-lived"
2,140141,1,"Short-lived"
2,129404,3,"Short-lived"
2,129333,3,"Short-lived"
2,129332,3,"Short-lived"
2,97972,6,"Short-lived"
2,139715,1,"Short-lived"
